time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-24 00:00:00+00:00,10,8,29,4
2025-09-25 00:00:00+00:00,15,11,16,4
2025-09-26 00:00:00+00:00,13,8,10,2
2025-09-27 00:00:00+00:00,1,1,36,6
2025-09-28 00:00:00+00:00,11,7,3,2
2025-09-29 00:00:00+00:00,11,7,26,3
2025-09-30 00:00:00+00:00,13,10,30,5
2025-10-01 00:00:00+00:00,7,7,39,2
2025-10-02 00:00:00+00:00,19,13,12,2
2025-10-03 00:00:00+00:00,7,6,170,11
2025-10-04 00:00:00+00:00,21,14,15,3
2025-10-05 00:00:00+00:00,10,7,43,4
2025-10-06 00:00:00+00:00,9,6,5,3
2025-10-07 00:00:00+00:00,15,11,21,5
