time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-21 00:00:00+00:00,39,27,19,6
2025-08-22 00:00:00+00:00,35,24,40,7
2025-08-23 00:00:00+00:00,26,14,42,4
2025-08-24 00:00:00+00:00,37,18,62,5
2025-08-25 00:00:00+00:00,30,16,5,3
2025-08-26 00:00:00+00:00,10,7,39,4
2025-08-27 00:00:00+00:00,38,14,26,7
2025-08-28 00:00:00+00:00,15,12,14,3
2025-08-29 00:00:00+00:00,23,15,62,4
2025-08-30 00:00:00+00:00,16,8,24,3
2025-08-31 00:00:00+00:00,26,12,17,3
2025-09-01 00:00:00+00:00,11,6,2,1
2025-09-02 00:00:00+00:00,23,17,43,4
2025-09-03 00:00:00+00:00,34,20,56,3
