time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-23 00:00:00+00:00,3,3,11,6
2025-10-24 00:00:00+00:00,6,5,48,8
2025-10-25 00:00:00+00:00,4,3,24,4
2025-10-26 00:00:00+00:00,8,5,26,3
2025-10-27 00:00:00+00:00,18,9,18,6
2025-10-28 00:00:00+00:00,8,7,30,5
2025-10-29 00:00:00+00:00,10,9,120,3
2025-10-30 00:00:00+00:00,13,8,27,6
2025-10-31 00:00:00+00:00,14,5,42,6
2025-11-01 00:00:00+00:00,7,4,12,4
2025-11-02 00:00:00+00:00,20,9,190,6
2025-11-03 00:00:00+00:00,18,11,22,3
2025-11-04 00:00:00+00:00,10,6,16,2
2025-11-05 00:00:00+00:00,8,6,56,4
