time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-04 00:00:00+00:00,11,7,13,3
2025-12-05 00:00:00+00:00,5,5,21,3
2025-12-06 00:00:00+00:00,9,4,52,2
2025-12-07 00:00:00+00:00,5,4,11,3
2025-12-08 00:00:00+00:00,18,7,12,2
2025-12-09 00:00:00+00:00,14,8,1,1
2025-12-10 00:00:00+00:00,3,3,23,6
2025-12-11 00:00:00+00:00,4,3,11,4
2025-12-12 00:00:00+00:00,11,5,19,3
2025-12-13 00:00:00+00:00,8,4,7,1
2025-12-14 00:00:00+00:00,12,7,36,5
2025-12-15 00:00:00+00:00,12,7,14,7
2025-12-16 00:00:00+00:00,14,9,2,2
2025-12-17 00:00:00+00:00,8,6,31,5
