time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-13 00:00:00+00:00,2.0,2.0,130,41
2024-10-14 00:00:00+00:00,5.0,4.0,193,53
2024-10-15 00:00:00+00:00,2.0,2.0,249,66
2024-10-16 00:00:00+00:00,3.0,2.0,153,55
2024-10-17 00:00:00+00:00,1.0,1.0,123,55
2024-10-18 00:00:00+00:00,,,105,43
2024-10-19 00:00:00+00:00,1.0,1.0,147,46
2024-10-20 00:00:00+00:00,,,79,38
2024-10-21 00:00:00+00:00,,,74,43
2024-10-22 00:00:00+00:00,1.0,1.0,86,39
2024-10-23 00:00:00+00:00,3.0,2.0,75,36
2024-10-24 00:00:00+00:00,1.0,1.0,117,50
2024-10-25 00:00:00+00:00,1.0,1.0,143,53
2024-10-26 00:00:00+00:00,1.0,1.0,66,33
