time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-10 00:00:00+00:00,3.0,3.0,129,52
2025-02-11 00:00:00+00:00,2.0,2.0,117,55
2025-02-12 00:00:00+00:00,8.0,5.0,90,49
2025-02-13 00:00:00+00:00,2.0,2.0,68,33
2025-02-14 00:00:00+00:00,,,90,49
2025-02-15 00:00:00+00:00,1.0,1.0,136,54
2025-02-16 00:00:00+00:00,3.0,3.0,136,40
2025-02-17 00:00:00+00:00,2.0,2.0,183,57
2025-02-18 00:00:00+00:00,4.0,1.0,151,63
2025-02-19 00:00:00+00:00,2.0,1.0,86,44
2025-02-20 00:00:00+00:00,15.0,5.0,170,51
2025-02-21 00:00:00+00:00,4.0,2.0,144,59
2025-02-22 00:00:00+00:00,,,140,46
2025-02-23 00:00:00+00:00,2.0,1.0,119,39
