time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-18 00:00:00+00:00,5.0,2.0,209,44
2024-07-19 00:00:00+00:00,,,161,42
2024-07-20 00:00:00+00:00,4.0,2.0,119,30
2024-07-21 00:00:00+00:00,3.0,1.0,209,38
2024-07-22 00:00:00+00:00,1.0,1.0,253,59
2024-07-23 00:00:00+00:00,2.0,2.0,176,53
2024-07-24 00:00:00+00:00,1.0,1.0,174,59
2024-07-25 00:00:00+00:00,,,311,43
2024-07-26 00:00:00+00:00,3.0,1.0,268,51
2024-07-27 00:00:00+00:00,5.0,5.0,219,43
2024-07-28 00:00:00+00:00,,,178,36
2024-07-29 00:00:00+00:00,2.0,2.0,148,46
2024-07-30 00:00:00+00:00,3.0,2.0,189,54
2024-07-31 00:00:00+00:00,1.0,1.0,140,39
