time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-11 00:00:00+00:00,42,5,93,38
2025-08-12 00:00:00+00:00,543,13,102,27
2025-08-13 00:00:00+00:00,24,14,191,48
2025-08-14 00:00:00+00:00,1,1,155,38
2025-08-15 00:00:00+00:00,5,3,81,35
2025-08-16 00:00:00+00:00,6,4,124,24
2025-08-17 00:00:00+00:00,4,2,66,22
2025-08-18 00:00:00+00:00,33,11,151,47
2025-08-19 00:00:00+00:00,45,12,132,34
2025-08-20 00:00:00+00:00,125,22,90,26
2025-08-21 00:00:00+00:00,15,13,415,224
2025-08-22 00:00:00+00:00,26,14,549,129
2025-08-23 00:00:00+00:00,12,8,206,98
2025-08-24 00:00:00+00:00,4,4,233,46
