time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-27 00:00:00+00:00,4,2,148,44
2024-12-28 00:00:00+00:00,7,5,174,35
2024-12-29 00:00:00+00:00,3,3,4989,40
2024-12-30 00:00:00+00:00,10,6,132,34
2024-12-31 00:00:00+00:00,3,3,86,34
2025-01-01 00:00:00+00:00,3,2,83,26
2025-01-02 00:00:00+00:00,10,5,153,38
2025-01-03 00:00:00+00:00,19,8,188,39
2025-01-04 00:00:00+00:00,12,6,112,27
2025-01-05 00:00:00+00:00,1,1,78,42
2025-01-06 00:00:00+00:00,2,2,324,43
2025-01-07 00:00:00+00:00,2,2,73,32
2025-01-08 00:00:00+00:00,1,1,119,39
2025-01-09 00:00:00+00:00,4,3,114,45
