time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-30 00:00:00+00:00,4,2,41,16
2025-12-01 00:00:00+00:00,18,8,59,26
2025-12-02 00:00:00+00:00,9,6,51,20
2025-12-03 00:00:00+00:00,24,10,54,24
2025-12-04 00:00:00+00:00,17,11,79,20
2025-12-05 00:00:00+00:00,17,8,76,29
2025-12-06 00:00:00+00:00,8,6,96,18
2025-12-07 00:00:00+00:00,8,4,103,23
2025-12-08 00:00:00+00:00,9,4,110,27
2025-12-09 00:00:00+00:00,13,6,41,22
2025-12-10 00:00:00+00:00,8,6,64,23
2025-12-11 00:00:00+00:00,6,4,62,46
2025-12-12 00:00:00+00:00,6,4,45,24
2025-12-13 00:00:00+00:00,4,2,43,23
