time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-20 00:00:00+00:00,8,5,94,30
2025-12-21 00:00:00+00:00,20,7,65,25
2025-12-22 00:00:00+00:00,7,5,23,15
2025-12-23 00:00:00+00:00,5,3,43,19
2025-12-24 00:00:00+00:00,5,3,91,17
2025-12-25 00:00:00+00:00,5,3,38,17
2025-12-26 00:00:00+00:00,5,3,33,19
2025-12-27 00:00:00+00:00,5,3,52,22
2025-12-28 00:00:00+00:00,4,2,36,22
2025-12-29 00:00:00+00:00,8,6,61,27
2025-12-30 00:00:00+00:00,6,4,86,24
2025-12-31 00:00:00+00:00,6,4,210,35
2026-01-01 00:00:00+00:00,7,4,276,26
2026-01-02 00:00:00+00:00,13,5,58,20
