time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-11 00:00:00+00:00,5,3,128,39
2025-04-12 00:00:00+00:00,4,3,160,32
2025-04-13 00:00:00+00:00,3,3,189,41
2025-04-14 00:00:00+00:00,8,2,134,40
2025-04-15 00:00:00+00:00,3,2,162,43
2025-04-16 00:00:00+00:00,484,6,154,38
2025-04-17 00:00:00+00:00,1,1,44,29
2025-04-18 00:00:00+00:00,35,15,89,24
2025-04-19 00:00:00+00:00,19,9,113,30
2025-04-20 00:00:00+00:00,1,1,77,36
2025-04-21 00:00:00+00:00,34,12,172,45
2025-04-22 00:00:00+00:00,13,8,246,53
2025-04-23 00:00:00+00:00,37,14,271,42
2025-04-24 00:00:00+00:00,43,23,211,41
