time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-27 00:00:00+00:00,25,9,11,3
2026-02-28 00:00:00+00:00,1,1,180,20
2026-03-01 00:00:00+00:00,4,4,195,11
2026-03-02 00:00:00+00:00,3,3,309,15
2026-03-03 00:00:00+00:00,0,0,18,8
2026-03-04 00:00:00+00:00,8,7,26,9
2026-03-05 00:00:00+00:00,22,10,25,8
2026-03-06 00:00:00+00:00,3,3,15,5
2026-03-07 00:00:00+00:00,1,1,0,0
2026-03-08 00:00:00+00:00,2,2,1,1
2026-03-09 00:00:00+00:00,5,5,5,5
2026-03-10 00:00:00+00:00,53,18,25,5
2026-03-11 00:00:00+00:00,7,7,39,6
2026-03-12 00:00:00+00:00,41,10,19,5
